1,group represent colombian government negotiation pfizer speak english,pfizer denied information,0
69,1996 pfizer tested experimental antibiotic trovan parallel ceftriaxone gold standard hundred minor nigeria reported five death trovan group six cefrtiaxone one two hundred death parent informed consent suitability dosage allegedly low called question 15 year court dispute pfizer paid usd 175 000 family four child,1996 nigeria hit meningitis epidemic hundred child given experimental oral antibiotic trovan developed pfizer hundred received ceftriaxone � gold standard� treatment modern medicine five child died taking trovan six � taking ceftriaxone later claimed pfizer proper consent parent use experimental drug child question raised documentation trial legal action filed company alleged received dose lower recommended leaving many child brain damage paralysis slurred speech pfizer argued meningitis antibiotic led death 11 child ultimately following 15 year court dispute pfizer paid usd 175 000 family four child,1
70,claim ivermectin drug eliminate coronavirus 48 hour misleading ivermectin proven effective sars cov 2 used cell culture much higher concentration one approved human unregulated use highly toxic,ivermectin tested cell culture shown effective sars cov 2 used concentration higher approved use human unregulated use highly toxic,1
71,actor fernanda torres say hoped covid 19 helped eliminate bolsonaro supporter wrote text criticizing federal government lack action covid 19 bolsonaro supporter denial pandemic,wrote text criticizing federal government lack action covid 19 bolsonaro supporter denial pandemic say hoped died,1
72,rumor covid 19 vaccine alter genetic code cause cancer false according health authority virologist oncologist interaction genetic material immunization minimal restricted action coronavirus body capacity cause mutation cancer,according health authority virologist oncologist interaction genetic material immunization minimal restricted action coronavirus body capacity cause mutation cancer,1
73,rumor luciano hang bolsonaro militant businessman donated 200 oxygen cylinder state amazona false date publication businessman made donation adviser informed aos fatos,date publication businessman made donation adviser informed aos fatos,1
74,covid 19 antigen test come prepared test positive negative antigen test control swab used check test reagent working properly,antigen test control swab used check test reagent working properly,1
75,rumor un publishes list country purchased covid vaccine different laboratory bought mexico list false agency published list mexico appear list country receive dos covax initiative,�s false agency published information mexico appear list country receive dos covax initiative,1
76,rumor ranked sri lanka fifth best country covid 19 response false originates fake post going viral social medium,world health organization ranked sri lanka fifth best country covid 19 response fake post going viral social medium,1
77,rumor woman died second taking covid vaccine false woman alive simply fainted taking jab,woman fainted taking jab alive,1
78,claim saying need wear mask false recommends wearing mask protect covid 19,recommends people wear mask protect covid 19,1
79,message ecuador found cure coronavirus false,message false ecuador find cure,1
80,claim clinical trial indonesia recorded sinovac covid 19 vaccine 91 25 efficacy rate false efficacy rate indonesia 65.3% turkey 91 25 phase iii trial,interim data phase iii trial sinovac vaccine indonesia showed efficacy rate 65.3% phase iii trial turkey tallied 91 25 efficacy rate,1
